Name	MOA	Target	Disease Area	Indication	Phase
NU-2058	cyclin D inhibitor	CCNA2, CDK2			Preclinical
NU-6027	CDK inhibitor	CCNA2, CDK2			Preclinical
NU-7026	DNA dependent protein kinase inhibitor, mTOR inhibitor, PI3K inhibitor	PRKDC			Preclinical
NU-7441	DNA dependent protein kinase inhibitor	PRKDC			Preclinical
nuclomedone	immunosuppressant				Phase 3
nutlin-3	MDM inhibitor	MDM2, TP53			Preclinical
nuvenzepine	acetylcholine receptor antagonist				Preclinical
NVP-ADW742	insulin growth factor receptor inhibitor	IGF1R			Preclinical
NVP-AEW541	IGF-1 inhibitor	IGF1R, INSR			Preclinical
NVP-AUY922	HSP inhibitor	HSP90AA1, HSP90AB1			Phase 2
NVP-BEZ235	mTOR inhibitor, PI3K inhibitor	ATR, MTOR, PIK3CA, PIK3CD, PIK3CG			Phase 3
NVP-BGJ398	FGFR inhibitor	FGFR1, FGFR2, FGFR3, FGFR4, KDR			Phase 3
NVP-BHG712	ephrin inhibitor	EPHB4			Preclinical
NVP-BSK805	JAK inhibitor	JAK2			Preclinical
NVP-BVU972	MET inhibitor	MET			Preclinical
NVP-DPP728	dipeptidyl peptidase inhibitor	DPP4			Phase 2
NVP-HSP990	HSP inhibitor	HSP90AA1, HSP90AB1			Phase 1
NVP-TAE226	protein tyrosine kinase inhibitor	PTK2			Preclinical
NVP-TAE684	ALK tyrosine kinase receptor inhibitor	ALK, INSR			Preclinical
NVP-TNKS656	tankyrase inhibitor	TNKS2			Preclinical
NVP-231	ceramidase inhibitor	CERK			Preclinical
NVS-PAK1-1	p21 activated kinase inhibitor	PAK1			Preclinical
NXY-059	free radical scavenger				Phase 3
nystatin	fungal ergosterol inhibitor		infectious disease	esophageal candidiasis, skin infections, yeast infection	Launched
N20C	glutamate receptor antagonist				Preclinical
N6-cyclopentyladenosine	adenosine receptor agonist	ADORA1, ADORA2A, ADORA2B, ADORA3, SLC29A1			Preclinical
N6-methyladenosine					Preclinical
N6022	alcohol dehydrogenase inhibitor	ADH5			Phase 1/Phase 2
O-acetyl-L-serine		PTGS1			Preclinical
o-mercapto-benzoic-acid					Preclinical
O-1918	cannabinoid receptor antagonist				Preclinical
o-3M3FBS	phospholipase activator				Preclinical
O-304	AMPK activator				Preclinical
OAC1	Oct activator				Preclinical
OAC2	Oct activator	POU5F1			Preclinical
obatoclax	BCL inhibitor	BCL2			Phase 3
obeticholic-acid	FXR agonist	NR1H4	gastroenterology	primary biliary cholangitis	Launched
obidoxime	cholinesterase reactivator	ACHE	critical care, neurology/psychiatry	poison antidote, nerve gas poisoning	Launched
ocaperidone	serotonin receptor antagonist				Preclinical
ochromycinone	STAT inhibitor	STAT3			Phase 1
ocinaplon	GABA receptor modulator	GABRA1, GABRA2, GABRA3, GABRA5			Phase 3
OCO-1112	cholesterol inhibitor				Phase 2
octadecan-1-ol					Preclinical
octamethyltrisiloxane					Preclinical
octenidine	membrane integrity inhibitor		infectious disease	gram-negative bacterial infections, gram-positive bacterial infections	Launched
octinoxate			dermatology	sunscreen lotion	Launched
octisalate			dermatology	sunscreen lotion	Launched
octocrylene			dermatology	sunscreen lotion	Launched
octodrine	antitumor agent				Preclinical
octopamine	trace amine associated receptor agonist	F10, TAAR1			Preclinical
octreotide	somatostatin receptor agonist	SSTR2, SSTR3, SSTR5	gastroenterology, endocrinology, oncology	diarrhea, acromegaly, carcinoid tumors	Launched
OC000459	CRTH receptor antagonist	PTGDR2			Phase 2
odanacatib	cathepsin inhibitor	CTSK			Phase 3
ODQ	guanylyl cyclase inhibitor	GUCY1A2, GUCY1A3, GUCY1B3			Preclinical
OF-1	bromodomain inhibitor	BRD1			Preclinical
ofloxacin	bacterial DNA gyrase inhibitor		infectious disease, otolaryngology, gastroenterology, endocrinology	respiratory tract infections, sinusitis, skin infections, bone and joint infections, intra-abdominal infections, diarrhea, fever, urinary tract infections	Launched
OG-L002	histone lysine demethylase inhibitor	KDM1A			Preclinical
ogerin	G protein-coupled receptor modulator				Preclinical
oglemilast	phosphodiesterase inhibitor				Phase 2
oglufanide	VEGF antagonist				Phase 2
OICR-9429	WDR5/MLL interaction inhibitor	WDR5			Preclinical
olanzapine	dopamine receptor antagonist, serotonin receptor antagonist	ADRA1A, ADRA1B, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, ADRB3, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD3, DRD4, DRD5, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, HRH1, HRH2, HRH4, HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, HTR2A, HTR2B, HTR2C, HTR3A, HTR5A, HTR6, HTR7	neurology/psychiatry	schizophrenia, bipolar disorder	Launched
olaparib	PARP inhibitor	PARP1, PARP2	oncology	ovarian cancer	Launched
OLDA	TRPV agonist	GPR119			Preclinical
oleamide	cannabinoid receptor agonist	HTR7, PLA2G2A			Preclinical
oleandrin	Na/K-ATPase inhibitor				Phase 1
oleanolic-acid	G protein-coupled receptor agonist	GPBAR1			Preclinical
oleoylethanolamide	cannabinoid receptor agonist, glucose dependent insulinotropic receptor agonist, potassium channel blocker, PPAR receptor agonist	CNR1, GPR119, GPR55, PPARA			Preclinical
olesoxime	apoptosis stimulant				Phase 2/Phase 3
oleuropein	estrogen receptor agonist	GPER1			Phase 2
oligomycin-A	ATP synthase inhibitor, ATPase inhibitor	ATP5A1			Preclinical
olmesartan	angiotensin receptor antagonist	AGTR1	cardiology	hypertension	Launched
olmesartan-medoxomil	angiotensin receptor antagonist	AGTR1	cardiology	hypertension	Launched
olmutinib	Bruton's tyrosine kinase (BTK) inhibitor, EGFR inhibitor	BTK, EGFR	oncology	non-small cell lung cancer (NSCLC)	Launched
olodanrigan	angiotensin antagonist				Phase 2
olomoucine	CDK inhibitor	CDK1, CDK2, CDK5, MAPK1			Preclinical
olopatadine	histamine receptor antagonist	HRH1, S100A1, S100A12, S100A13, S100A2, S100B	ophthalmology	conjunctivitis	Launched
olprinone	phosphodiesterase inhibitor	PDE3A	cardiology	congestive heart failure	Launched
olsalazine	cyclooxygenase inhibitor	IFNG, TPMT	gastroenterology	ulcerative colitis	Launched
oltipraz	nuclear factor erythroid derived, like (NRF2) activator	ANG			Phase 3
olumacostat-glasaretil	acetyl-CoA carboxylase inhibitor				Phase 3
olvanil	TRPV agonist	CNR1, GPR119, TRPV1			Preclinical
omadacycline	bacterial 30S ribosomal subunit inhibitor		infectious disease	pneumonia	Launched
omapatrilat	metalloproteinase inhibitor	ACE, MME			Preclinical
omarigliptin	dipeptidyl peptidase inhibitor	DPP4	endocrinology	diabetes mellitus	Launched
ombitasvir	HCV inhibitor		infectious disease	hepatitis C	Launched
ombrabulin	tubulin polymerization inhibitor				Phase 3
OMDM-2	FAAH inhibitor	GPR119			Preclinical
omecamtiv-mecarbil	cardiac myosin activator	MYBPC3			Phase 3
omega-(4-iodophenyl)pentadecanoic-acid					Preclinical
omega-3-acid-esters	cholesterol inhibitor				Launched
omeprazole	ATPase inhibitor	ATP4A, CLCN2	gastroenterology	heartburn	Launched
omeprazole-magnesium	proton pump inhibitor	ATP4A, ATP4B	gastroenterology	gastroesophageal reflux disease (GERD), heartburn	Launched
omeprazole-sulfide	ATPase inhibitor				Phase 1
omtriptolide	ERK1 and ERK2 phosphorylation inhibitor				Preclinical
ON-01500	apoptosis stimulant				Preclinical
oncrasin-1	apoptosis stimulant				Preclinical
ONC201	AKT inhibitor, MAP kinase inhibitor	TNFSF10			Phase 2
ondansetron	serotonin receptor antagonist	HTR3A, HTR3B	gastroenterology	nausea, vomiting	Launched
ONO-AE3-208	prostanoid receptor antagonist	PTGER4			Preclinical
ONO-4059	Bruton's tyrosine kinase (BTK) inhibitor	BTK			Phase 1
ONO-4817	matrix metalloprotease inhibitor	MMP8			Phase 1
ONO-8130	prostanoid receptor antagonist	PTGER1			Preclinical
ONX-0914	proteasome inhibitor				Preclinical
ON123300	CDK inhibitor	CDK4, NUAK1, PDGFRB			Preclinical
OP-0595	beta lactamase inhibitor				Preclinical
OPC-21268	vasopressin receptor antagonist	AVPR1A, AVPR2, OXTR			Phase 1
opicapone	catechol O methyltransferase inhibitor	COMT			Phase 3
opipramol	sigma receptor agonist		neurology/psychiatry	generalized anxiety disorder (GAD)	Launched
oprozomib	proteasome inhibitor				Phase 1/Phase 2
OR-486	catechol O methyltransferase inhibitor	COMT			Preclinical
orantinib	FGFR inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor	AURKA, AURKB, EGFR, FGFR1, FGFR2, KDR, PDGFRA, PDGFRB			Phase 3
orbifloxacin	bacterial DNA gyrase inhibitor		infectious disease	urinary tract infections	Launched
ORE1001	angiotensin converting enzyme inhibitor	ACE2			Phase 1/Phase 2
ORG-12962	serotonin receptor agonist	HTR2A, HTR2B, HTR2C			Phase 2
ORG-25543	glycine transporter inhibitor	GLRB, SLC6A5			Preclinical
ORG-26576	glutamate receptor modulator				Phase 2
ORG-27569	cannabinoid receptor modulator	CNR1			Preclinical
ORG-9768	adrenergic receptor antagonist	ADRA2A			Phase 1
oridonin	BCL inhibitor	BCL2			Preclinical
oritavancin	bacterial cell wall synthesis inhibitor		infectious disease	skin infections	Launched
orlistat	lipase inhibitor	CNR1, DAGLA, DAGLB, FASN, LIPF, PNLIP	endocrinology	weight-loss aid	Launched
ormeloxifene	selective estrogen receptor modulator (SERM)		endocrinology	contraceptive	Launched
ornidazole	antiprotozoal agent		infectious disease	protozoan infection	Launched
ornipressin	vasoconstrictor				Preclinical
ornithine	NFkB pathway modulator	GPRC6A			Launched
orotic-acid		DHODH			Phase 2
orphanin-fq	opioid receptor agonist	OPRL1, OPRM1			Phase 1
orphenadrine	acetylcholine receptor antagonist		neurology/psychiatry	muscle pain	Launched
orteronel	androgen biosynthesis inhibitor, androgen receptor antagonist, cytochrome P450 inhibitor	CYP17A1			Phase 3
ORY-1001	histone lysine demethylase inhibitor	KDM1A			Phase 1/Phase 2
oseltamivir-carboxylate	neuraminidase inhibitor		infectious disease	influenza A virus infection	Launched
oseltamivir-phosphate	neuraminidase inhibitor	CES1, NEU1, NEU2	infectious disease	influenza A virus infection	Launched
osemozotan	serotonin receptor agonist	HTR1A			Phase 2/Phase 3
OSI-027	mTOR inhibitor	MTOR			Phase 1
OSI-420	EGFR inhibitor	EGFR			Preclinical
OSI-930	KIT inhibitor, VEGFR inhibitor	FLT1, KDR, KIT			Phase 1
osilodrostat	cytochrome P450 inhibitor				Launched
osimertinib	EGFR inhibitor	EGFR	oncology	non-small cell lung cancer (NSCLC)	Launched
ospemifene	selective estrogen receptor modulator (SERM)	ESR1, ESR2	obstetrics/gynecology, endocrinology	vaginal atrophy, dyspareunia, menopause	Launched
ostarine	androgen receptor modulator	AR			Phase 3
osthol	calcium channel blocker				Preclinical
OT-R-antagonist-1	oxytocin receptor antagonist	AVPR1A, OXTR			Preclinical
otamixaban	coagulation factor inhibitor	F10			Phase 3
otenzepad	acetylcholine receptor antagonist	CHRM1, CHRM2, CHRM3, CHRM4, CHRM5			Phase 3
otilonium	acetylcholine receptor antagonist	CACNA1C	gastroenterology	irritable bowel syndrome	Launched
OTS167	maternal embryonic leucine zipper kinase inhibitor	MELK			Phase 1/Phase 2
OTS514	TOPK inhibitor				Preclinical
OTX015	bromodomain inhibitor	BRD2, BRD3, BRD4			Phase 1/Phase 2
ouabain	ATPase inhibitor	ATP1A1	cardiology	hypertension, cardiac arrythmia	Launched
OXA-06	rho associated kinase inhibitor	ROCK1, ROCK2			Preclinical
oxaceprol	anti-inflammatory agent				Preclinical
oxacillin	bacterial cell wall synthesis inhibitor		infectious disease	staphylococcal infections	Launched
oxacyclohexadecan-2-one	protein kinase inhibitor				Preclinical
oxaliplatin	DNA inhibitor		oncology	colorectal cancer	Launched
oxaloacetate	glutamate release inhibitor				Phase 2/Phase 3
oxantel	anthelmintic agent		infectious disease	gastrointestinal parasites	Launched
oxaprozin	cyclooxygenase inhibitor	PTGS1, PTGS2	rheumatology	osteoarthritis, rheumatoid arthritis	Launched
oxatomide	histamine receptor antagonist	HRH1	allergy	allergic rhinitis	Launched
oxcarbazepine	sodium channel blocker	SCN10A, SCN11A, SCN1A, SCN2A, SCN3A, SCN4A, SCN5A, SCN7A, SCN8A, SCN9A	neurology/psychiatry	seizures	Launched
oxelaidin	antitussive		pulmonary	cough suppressant	Launched
oxethazaine	local anesthetic		neurology/psychiatry	local anesthetic	Launched
OXF-BD-02	bromodomain inhibitor	BRD4			Preclinical
oxfendazole	anthelmintic agent		infectious disease	lungworms, tapeworm, gastrointestinal roundworms	Launched
oxfenicine	carnitine palmitoyltransferase inhibitor	CPT1A, CPT1B			Phase 1
oxibendazole	tubulin polymerization inhibitor	TUBB, TUBB4B	infectious disease	strongyles	Launched
oxiconazole	bacterial cell wall synthesis inhibitor		infectious disease	tinea pedis, tinea cruris, tinea corporis	Launched
oxidopamine	neurotoxin				Preclinical
oxiniacic-acid					Preclinical
oxiperomide	dopamine receptor antagonist				Phase 2
oxiracetam	acetylcholine receptor agonist		neurology/psychiatry	senile dementia	Launched
oxolamine	antitussive		pulmonary	cough suppressant	Launched
oxolinic-acid	bacterial DNA gyrase inhibitor				Preclinical
oxonic-acid	uricase inhibitor				Preclinical
oxotremorine-M	acetylcholine receptor agonist	CHRM1, CHRM2, CHRM3, CHRM4			Preclinical
oxotremorine-sesquifumarate	cholinergic receptor agonist	CHRM1, CHRM2, CHRM3, CHRM4			Preclinical
oxprenolol	adrenergic receptor antagonist	ADRB1	cardiology	angina pectoris, hypertension, cardiac arrythmia	Launched
oxybenzone	lipase inhibitor	LIPE	dermatology	sunscreen lotion	Launched
oxybuprocaine	local anesthetic	SCN10A	neurology/psychiatry	local anesthetic	Launched
oxybutynin	acetylcholine receptor antagonist	CHRM1, CHRM2, CHRM3	urology	urinary incontinence	Launched
oxyclozanide			infectious disease	fascioliasis	Launched
oxyfedrine	adrenergic receptor agonist		cardiology	angina pectoris	Launched
oxymatrine					Launched
oxymetazoline	adrenergic receptor agonist	ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, HTR1B, HTR1D, HTR2C	otolaryngology	nasal congestion	Launched
oxyphenbutazone	cyclooxygenase inhibitor				Withdrawn
oxyphencyclimine	cholinergic receptor antagonist		gastroenterology	peptic ulcer disease (PUD)	Launched
oxyphenonium	cholinergic receptor antagonist	CHRM1, CHRM3	gastroenterology	peptic ulcer disease (PUD)	Launched
oxypurinol	xanthine oxidase inhibitor	XDH			Phase 2/Phase 3
oxyquinoline	chelating agent	METAP2	dermatology	cosmetic	Launched
oxytetracycline	bacterial 30S ribosomal subunit inhibitor		infectious disease, urology	chlamydia, urinary tract infections, skin infections, ear infections, gonorrhea, urethritis, Lyme disease	Launched
oxytocin	oxytocin receptor agonist	AVPR1A, AVPR1B, AVPR2, OXTR	obstetrics/gynecology	labor induction	Launched
ozagrel	thromboxane synthase inhibitor	TBXAS1	neurology/psychiatry	stroke	Launched
ozanimod	sphingosine 1-phosphate receptor agonist	S1PR1			Phase 3
ozenoxacin	antiinfective drug				Phase 3
ozolinone	diuretic				Phase 3
O4I1	Oct inducer	POU5F1			Preclinical
O6-benzylguanine	O6-alkylguanine-DNA alkyltransferase inhibitor	MGMT			Phase 3
p-dimethylinamyl-benzoate					Preclinical
PA-452	retinoid receptor antagonist	RXRA			Preclinical
PAC-1	caspase activator	CASP3			Phase 1
paclitaxel	tubulin polymerization inhibitor	BCL2, MAP2, MAP4, MAPT, NR1I2, TLR4, TUBA1A, TUBA1B, TUBA1C, TUBA3C, TUBA3D, TUBA3E, TUBA4A, TUBB, TUBB1, TUBB2A, TUBB2B, TUBB3, TUBB4A, TUBB4B, TUBB6, TUBB8	oncology	ovarian cancer, breast cancer, non-small cell lung cancer (NSCLC)	Launched
PACOCF3	phospholipase inhibitor	PLA2G4A			Preclinical
pacritinib	FLT3 inhibitor, JAK inhibitor	FLT3, JAK1, JAK2, JAK3			Phase 3
padsevonil	antiepileptic				Phase 3
paeoniflorin	anticonvulsant				Preclinical
paeonol	anti-inflammatory agent				Preclinical
pafuramidine	DNA synthesis inhibitor				Phase 3
pagoclone	GABA receptor agonist				Phase 2/Phase 3
palbociclib	CDK inhibitor	CDK4, CDK6	oncology	breast cancer	Launched
palifosfamide	DNA alkylating agent				Phase 3
paliperidone	dopamine receptor antagonist, serotonin receptor antagonist	DRD2, HTR2A	neurology/psychiatry	schizophrenia	Launched
palmatine-chloride	dopamine synthesis inhibitor	CYP3A4			Preclinical
palmitoleic-acid					Preclinical
palmitoylcarnitine	protein kinase inhibitor				Preclinical
palmitoylethanolamide	cannabinoid receptor agonist	CNR2, GPR119, GPR55			Launched
palomid-529	AKT inhibitor, mTOR inhibitor	MTOR			Phase 1
palonosetron	serotonin receptor antagonist	HTR3A	gastroenterology	nausea, vomiting	Launched
palosuran	urotensin receptor antagonist	UTS2R			Phase 2
palovarotene	retinoid receptor agonist	RARG			Phase 3
pamabrom	diuretic		gastroenterology	bloating	Launched
pamidronate	bone resorption inhibitor	FDPS	endocrinology, oncology, hematologic malignancy	hypercalcemia, Paget's disease, breast cancer, multiple myeloma	Launched
pamiparib	PARP inhibitor				Phase 3
pancuronium	acetylcholine receptor antagonist	CHRM2, CHRM3, CHRNA1, CHRNA2	critical care, neurology/psychiatry	endotracheal intubation, muscle relaxant	Launched
panipenem	antibacterial 				Preclinical
panobinostat	HDAC inhibitor	HDAC1, HDAC2, HDAC3, HDAC4, HDAC6, HDAC7, HDAC8, HDAC9	hematologic malignancy	multiple myeloma	Launched
pantethine	coenzyme A precursor				Launched
pantoprazole	ATPase inhibitor	ATP4A	gastroenterology	gastroesophageal reflux disease (GERD), erosive esophagitis (EE), Zollinger-Ellison syndrome	Launched
pantothenic-acid	coenzyme A precursor				Launched
PAOPA	dopamine receptor modulator	DRD2			Preclinical
papaverine	phosphodiesterase inhibitor	PDE10A, PDE4B, PDE5A	cardiology, hematology, gastroenterology	myocardial infarction, angina pectoris, pulmonary embolism (PE), colitis, vascular spasm	Launched
paquinimod	S100A9 inhibitor				Phase 2
para-toluenesulfonamide		CA12, CA2, CA6, CA9			Phase 3
paracetamol	cyclooxygenase inhibitor	FAAH, PTGS1, PTGS2, TRPV1	neurology/psychiatry, endocrinology	pain relief, fever	Launched
parachlorophenol	antiinfective drug		infectious disease	first-aid antiseptic	Launched
paramethadione	anticonvulsant	CACNA1G	neurology/psychiatry	seizures	Launched
paraxanthine	adenosine receptor antagonist				Phase 1
parbendazole	tubulin polymerization inhibitor	TUBB			Preclinical
parcetasal	anti-inflammatory agent				Preclinical
pardoprunox	dopamine receptor agonist, serotonin receptor agonist	DRD2, DRD3, DRD4, HTR1A, HTR7			Phase 3
parecoxib	cyclooxygenase inhibitor	LTF	neurology/psychiatry	pain relief	Launched
parethoxycaine	local anesthetic				Preclinical
pargyline	monoamine oxidase inhibitor	MAOA, MAOB	cardiology	hypertension	Launched
paricalcitol	vitamin D receptor agonist	VDR	nephrology, endocrinology	chronic kidney disease (CKD), hyperthyroidism	Launched
paritaprevir	HCV inhibitor		infectious disease	hepatitis C	Launched
paromomycin	bacterial 30S ribosomal subunit inhibitor		infectious disease	amebiasis	Launched
paroxetine	selective serotonin reuptake inhibitor (SSRI)	CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, HTR2A, SLC6A2, SLC6A4	neurology/psychiatry	depression, obsessive compulsive disorder (OCD), generalized anxiety disorder (GAD), panic disorders, posttraumatic stress disorder, social anxiety disorder	Launched
paroxypropione	gonadotropin inhibitor				Launched
parsaclisib	PI3K inhibitor				Phase 2
parthenolide	NFkB pathway inhibitor				Phase 1
parthenolide-(-)	NFkB pathway inhibitor	HDAC1			Preclinical
